country_id,state_id,fips,name,aliases,type,geo_lat,geo_long
US,FL,12085,Martin County,,county,30.441938,-84.27707
US,FL,12086,Miami-Dade County,,county,25.60897,-80.49867
US,FL,12087,Monroe County,,county,24.98438,-80.66795
US,FL,12089,Nassau County,,county,30.61058,-81.77142
US,FL,12091,Okaloosa County,,county,30.66503,-86.59218
US,FL,12093,Okeechobee County,,county,27.406269,-80.431829
US,FL,12095,Orange County,,county,29.719739,-84.986229
US,FL,12097,Osceola County,,county,29.790779,-81.964579
US,FL,12099,Palm Beach County,,county,26.782194,-80.035116
US,FL,12101,Pasco County,,county,28.36382,-82.189087
US,FL,12103,Pinellas County,,county,27.90268,-82.73955
US,FL,12105,Polk County,,county,27.94888,-81.69767
US,FL,12107,Putnam County,,county,29.60863,-81.7443
US,FL,12109,St. Johns County,,county,29.91218,-81.40989
US,FL,12111,St. Lucie County,,county,30.76801,-81.981155
US,FL,12113,Santa Rosa County,,county,30.401454,-86.22155
US,FL,12115,Sarasota County,,county,27.339802,-82.547837
US,FL,12117,Seminole County,,county,30.52892,-86.473573
US,FL,12119,Sumter County,,county,30.471079,-83.415949
US,FL,12121,Suwannee County,,county,29.738728,-82.740865
US,FL,12123,Taylor County,,county,28.024826,-82.401342
US,FL,12125,Union County,,county,30.04384,-82.37144
US,FL,12127,Volusia County,,county,29.06345,-81.14857
US,FL,12129,Wakulla County,,county,30.064139,-84.49092
US,FL,12131,Walton County,,county,26.67699,-80.05009
US,FL,12133,Washington County,,county,26.13282,-80.179784
US,GA,13001,Appling County,,county,33.44955,-82.312107
US,GA,13003,Atkinson County,,county,31.22429,-81.846516
US,GA,13005,Bacon County,,county,31.602374,-84.227503
US,GA,13007,Baker County,,county,31.32618,-84.44467
US,GA,13009,Baldwin County,,county,34.489073,-83.537962
US,GA,13011,Banks County,,county,34.35413,-83.49737
US,GA,13013,Barrow County,,county,33.9932,-83.71276
US,GA,13015,Bartow County,,county,32.891937,-82.647958
US,GA,13017,Ben Hill County,,county,30.761643,-83.220551
US,GA,13019,Berrien County,,county,32.657503,-83.755792
US,GA,13021,Bibb County,,county,32.80659,-83.69776
US,GA,13023,Bleckley County,,county,31.501178,-85.018627
US,GA,13025,Brantley County,,county,32.37088,-84.560969
US,GA,13027,Brooks County,,county,33.30009,-84.453196
US,GA,13029,Bryan County,,county,32.01322,-81.44247
US,GA,13031,Bulloch County,,county,32.446188,-81.783692
US,GA,13033,Burke County,,county,33.06115,-82.00078
US,GA,13035,Butts County,,county,32.862988,-82.400577
US,GA,13037,Calhoun County,,county,34.508735,-84.950752
US,GA,13039,Camden County,,county,30.92249,-81.63639
US,GA,13043,Candler County,,county,34.307266,-83.824987
US,GA,13045,Carroll County,,county,33.627786,-84.933346
US,GA,13047,Catoosa County,,county,33.372138,-84.794682
US,GA,13049,Charlton County,,county,30.78172,-82.13769
US,GA,13051,Chatham County,,county,31.97402,-81.09243
US,GA,13053,Chattahoochee County,,county,32.34697,-84.78705
US,GA,13055,Chattooga County,,county,34.47502,-85.34529
US,GA,13057,Cherokee County,,county,34.24393,-84.4762
US,GA,13059,Clarke County,,county,33.95117,-83.36733
US,GA,13061,Clay County,,county,33.270477,-82.959059
US,GA,13063,Clayton County,,county,34.86889,-83.409626
US,GA,13065,Clinch County,,county,30.91495,-82.70624
US,GA,13067,Cobb County,,county,31.975417,-83.942207
US,GA,13069,Coffee County,,county,31.505784,-82.312873
US,GA,13071,Colquitt County,,county,31.054976,-84.657809
US,GA,13073,Columbia County,,county,33.54412,-82.26406
US,GA,13075,Cook County,,county,31.15399,-83.43047
US,GA,13077,Coweta County,,county,33.35346,-84.76337
US,GA,13079,Crawford County,,county,33.559751,-82.795654
US,GA,13081,Crisp County,,county,31.92293,-83.7681
US,GA,13083,Dade County,,county,34.412373,-84.392873
US,GA,13085,Dawson County,,county,32.045567,-81.876612
US,GA,13087,Decatur County,,county,33.79309,-84.279693
US,GA,13089,DeKalb County,,county,33.77153,-84.22641
US,GA,13091,Dodge County,,county,32.17218,-83.1684
US,GA,13093,Dooly County,,county,32.302782,-84.435851
US,GA,13095,Dougherty County,,county,31.53337,-84.21625
US,GA,13097,Douglas County,,county,31.516769,-82.816104
US,GA,13099,Early County,,county,31.32283,-84.90364
US,GA,13101,Echols County,,county,30.71009,-82.89394
US,GA,13103,Effingham County,,county,32.36731,-81.34134
US,GA,13105,Elbert County,,county,34.106235,-82.85506
US,GA,13107,Emanuel County,,county,32.58976,-82.30171
US,GA,13109,Evans County,,county,33.532725,-82.118999
US,GA,13111,Fannin County,,county,34.86411,-84.31985
US,GA,13113,Fayette County,,county,33.41394,-84.49419
US,GA,13115,Floyd County,,county,34.26316,-85.21428
US,GA,13117,Forsyth County,,county,33.028522,-83.946364
US,GA,13119,Franklin County,,county,34.282761,-83.150016
US,GA,13121,Fulton County,,county,34.263684,-85.034187
US,GA,13123,Gilmer County,,county,33.854509,-84.492744
US,GA,13125,Glascock County,,county,33.22928,-82.6107
US,GA,13127,Glynn County,,county,33.209109,-85.22455
US,GA,13129,Gordon County,,county,32.998038,-83.258249
US,GA,13131,Grady County,,county,32.533133,-82.912405
US,GA,13133,Greene County,,county,31.367108,-81.428702
US,GA,13135,Gwinnett County,,county,33.96173,-84.02363
US,GA,13137,Habersham County,,county,34.58864,-83.563642
US,GA,13139,Hall County,,county,34.290144,-83.109211
US,GA,13141,Hancock County,,county,33.27043,-83.00069
US,GA,13143,Haralson County,,county,33.040794,-85.033504
US,GA,13145,Harris County,,county,32.736,-84.90899
US,GA,13147,Hart County,,county,31.759044,-84.449939
US,GA,13149,Heard County,,county,31.759044,-84.449939
US,GA,13151,Henry County,,county,33.976738,-82.62679
US,GA,13153,Houston County,,county,33.18397,-84.325058
US,GA,13155,Irwin County,,county,31.60228,-83.27638
US,GA,13157,Jackson County,,county,34.13388,-83.56635
US,GA,13159,Jasper County,,county,34.471872,-84.422966
US,GA,13161,Jeff Davis County,,county,31.8056,-82.63694
US,GA,13163,Jefferson County,,county,34.108411,-83.573454
US,GA,13165,Jenkins County,,county,33.287965,-85.113472
US,GA,13167,Johnson County,,county,32.148438,-82.303041
US,GA,13169,Jones County,,county,31.739204,-81.434843
US,GA,13171,Lamar County,,county,33.07654,-84.13946
US,GA,13173,Lanier County,,county,32.134341,-81.620649
US,GA,13175,Laurens County,,county,31.368268,-81.426792
US,GA,13177,Lee County,,county,33.455069,-82.488124
US,GA,13179,Liberty County,,county,31.80723,-81.45626
US,GA,13181,Lincoln County,,county,33.786639,-82.481487
US,GA,13183,Long County,,county,33.165585,-84.890712
US,GA,13185,Lowndes County,,county,30.83386,-83.26771
US,GA,13187,Lumpkin County,,county,32.634166,-84.452901
US,GA,13189,McDuffie County,,county,33.48285,-82.48137
US,GA,13191,McIntosh County,,county,31.830306,-81.532232
US,GA,13193,Macon County,,county,32.83882,-83.674574
US,GA,13195,Madison County,,county,33.610001,-83.345332
US,GA,13197,Marion County,,county,32.733801,-83.519358
US,GA,13199,Meriwether County,,county,33.04066,-84.68831
US,GA,13201,Miller County,,county,31.16399,-84.73072
